Latitude,Longitude,Depth,Month,Year,Gephyrocapsa huxleyi HET
1,-26,70,10,1996,18156
1,-26,80,10,1995,34730
1,-26,80,10,1996,78676
1,93,0,6,1985,3318
1,142,0,6,1967,48
1,144,0,6,1967,14
1,151,0,7,1967,13
1,166,0,5,1968,648
1,174,0,10,1968,1698
1,174,0,10,1969,60
1,175,0,10,1969,207.5
1,178,0,11,1990,181
2,-166,0,4,1968,958
2,-155,0,9,1969,6677.5
2,-150,0,3,1967,7151
2,-149,0,3,1968,13938
2,-139,0,3,1967,498
2,-135,0,3,1967,12464
2,-81,0,10,1967,3991
2,-25,0,10,1997,12860.5
2,-25,60,10,1997,39338
2,64,0,10,1992,493
2,64,90,10,1992,789
2,64,130,10,1992,197
2,90,0,6,1985,4892
2,91,0,6,1985,1584
2,124,0,6,1967,194
2,139,0,6,1967,24
2,141,0,1,1969,59
2,141,15,1,1969,197.333333333333
2,141,30,1,1969,318.666666666667
2,141,55,1,1969,142
2,141,110,1,1969,28
3,-158,0,3,1967,2560
3,-156,0,3,1967,2686
3,-155,0,9,1969,9700
3,-130,0,3,1966,1117
3,-98,0,2,1967,1098
3,-27,5,5,2004,1475
3,-26,5,9,2018,3983.1
3,-26,50,9,2018,7100.2
3,-26,90,9,2018,7544
3,-26,150,9,2018,500.7
3,-26,200,9,2018,800.4
3,-13,5,6,1998,60
3,86,0,6,1985,4320
3,87,0,6,1985,11949
3,88,0,6,1985,5610
3,89,0,6,1985,6140
3,174,0,10,1969,68
4,-166,0,4,1968,255
4,-156,0,9,1969,520
4,-155,0,9,1969,760
4,84,0,6,1985,10848
4,85,0,6,1985,6743
4,170,0,5,1967,425
4,173,0,11,1969,94.5
5,-155,0,9,1969,31.5
5,-128,0,3,1966,301
5,-25,5,10,1996,1500
5,-25,40,10,1996,4540
5,-24,5,10,1995,1510
5,-17,5,6,1998,1060
5,81,0,6,1985,12236
5,82,0,6,1985,10198.5
5,83,0,6,1985,6681
5,172,0,11,1969,436.5
6,-150,0,3,1968,3795
6,-91,0,2,1967,361
6,-29,5,11,2005,4270
6,-27,5,8,2018,4560.2
6,-27,30,8,2018,4193.8
6,-27,65,8,2018,8765.7
6,-27,85,8,2018,343.4
6,-27,150,8,2018,626.8
6,-24,5,5,1997,8321.5
6,-24,40,5,1997,3782.5
6,64,0,10,1992,1339.5
6,64,40,10,1992,2346
6,64,100,10,1992,177
6,171,0,11,1969,48
6,172,0,11,1969,160
6,173,0,5,1967,281
7,-179,0,11,1990,340
7,-156,0,9,1969,35
7,-155,0,9,1969,48
7,-126,0,3,1966,203
7,-84,0,2,1968,178
7,-80,0,2,1967,262
7,-28,5,5,2004,861
7,-28,15,5,2004,2044
7,-28,25,5,2004,2156
7,-28,60,5,2004,6867
7,-28,95,5,2004,640
7,-27,5,8,2018,2449.4
7,-27,50,8,2018,7100.2
7,-27,70,8,2018,5141.5
7,-27,100,8,2018,489.2
7,-27,150,8,2018,476.2
7,-23,0,10,1997,3026
7,-23,5,5,1996,4540
7,-23,50,5,1996,12100
7,-23,75,10,1997,2269.5
7,78,0,6,1985,510
7,120,0,6,1967,18
7,171,0,11,1969,54
8,-155,0,9,1969,130
8,-138,0,3,1968,655
8,-31,5,6,2003,705
8,-31,15,6,2003,816
8,-31,25,6,2003,924
8,-31,55,6,2003,1787
8,-31,95,6,2003,333
8,74,0,6,1985,332
8,171,0,11,1969,373.5
8,176,0,5,1967,179
9,-156,0,9,1969,189
9,-150,0,3,1968,386
9,-23,5,10,1996,6052
9,-23,30,10,1996,6050
9,-23,50,10,1996,28747
9,-23,60,10,1995,10590
9,65,20,7,1995,22100
9,65,60,7,1995,22100
9,65,100,7,1995,20800
9,70,0,6,1985,2106
9,71,0,6,1985,1771
9,73,0,6,1985,330
9,170,0,11,1969,360
10,-173,0,11,1990,33
10,-156,0,3,1967,164
10,-156,0,9,1969,292
10,-28,5,7,2018,3691.3
10,-28,20,7,2018,11984.9
10,-28,40,7,2018,13411.6
10,-28,70,7,2018,998.5
10,-28,150,7,2018,619.8
10,-21,0,9,1997,5295.5
10,-21,45,9,1997,18156
10,64,0,6,1985,11700
10,64,0,10,1992,691
10,64,20,5,1997,3700
10,64,80,10,1992,99
10,65,0,6,1985,2064
10,66,0,6,1985,2925
10,68,0,6,1985,11552
10,170,0,11,1969,150
11,-156,0,9,1969,480
11,-28,5,7,2018,9068.2
11,-28,20,7,2018,11955.5
11,-28,50,7,2018,16136.9
11,-28,100,7,2018,1065
11,-28,150,7,2018,1462.5
11,-22,5,5,1996,6050
11,-22,5,5,1997,4539
11,-22,40,5,1996,116500
11,-22,60,5,1997,3026
11,61,0,1,1985,15354
11,62,0,6,1985,1875
11,63,0,6,1985,9240
11,152,0,5,1967,872
11,169,0,4,1967,233
11,170,0,11,1969,297
12,-176,0,4,1967,203
12,-33,5,6,2003,2263
12,-33,25,6,2003,1240
12,-33,65,6,2003,8979
12,-33,95,6,2003,711
12,-31,5,11,2005,4850
12,-21,20,10,1996,7565
12,-21,40,10,1996,16643
12,43,0,6,1985,1079
12,44,0,6,1985,2310
12,45,0,5,1985,424
12,46,0,5,1985,363
12,48,0,5,1985,390
12,51,0,4,1985,15345.5
12,52,0,4,1985,40232
12,53,0,3,1985,60864
12,54,0,3,1985,29515
12,55,0,3,1985,40655
12,57,0,2,1985,22620
12,58,0,2,1985,29880
12,59,0,1,1985,14118
12,169,0,11,1969,434
13,-174,0,4,1967,599
13,-156,0,9,1969,408
13,-155,0,3,1967,2151
13,-117,0,3,1966,661
13,-29,5,6,2018,1194.3
13,-29,50,6,2018,5890
13,-29,60,6,2018,8068.4
13,-29,85,6,2018,2048.1
13,-29,150,6,2018,1203.8
13,-22,5,5,1997,19669
13,-22,30,5,1997,1500
13,-21,5,10,1995,4540
13,168,0,11,1969,442
14,-168,0,11,1990,183
14,-156,0,9,1969,952
14,-34,10,6,2003,1647
14,-34,100,6,2003,945
14,-31,10,5,2004,594
14,-31,25,5,2004,670
14,-31,45,5,2004,1702
14,-31,100,5,2004,1220
14,-31,150,5,2004,398
14,64,0,10,1992,1324.5
14,64,20,5,1997,260
14,64,60,5,1997,260
14,64,60,10,1992,494
14,64,80,10,1992,493
14,65,20,7,1995,15100
14,65,60,7,1995,20300
14,65,100,7,1995,300
14,166,0,4,1967,535
14,167,0,11,1969,470
15,-156,0,9,1969,58
15,-96,0,2,1968,119
15,-29,5,6,2018,11672.9
15,-29,20,6,2018,8590.1
15,-29,55,6,2018,12024.6
15,-29,100,6,2018,1459.8
15,-29,200,6,2018,1282.3
15,61,5,7,1997,5295.5
15,61,15,7,1997,14373.5
15,61,25,7,1997,6052
15,61,40,7,1997,1510
15,61,60,7,1997,750
15,61,80,7,1997,750
15,61,100,7,1997,750
15,164,0,4,1967,1609
15,166,0,11,1969,301
16,-167,0,3,1967,675
16,-162,0,3,1968,493
16,-157,0,3,1967,616
16,-111,0,2,1966,1139
16,59,25,6,2000,1102
16,59,35,6,2000,2050
16,59,70,6,2000,504
16,59,90,6,2000,117
16,60,5,7,1997,3782.5
16,60,15,7,1997,750
16,60,20,5,1997,790
16,60,25,7,1997,1510
16,60,30,6,2000,1224
16,60,40,6,2000,1079
16,60,40,7,1997,2269.5
16,60,70,6,2000,225
16,60,100,6,2000,208
16,61,20,8,1995,3300
16,61,60,8,1995,4300
16,61,100,8,1995,300
16,62,20,7,1995,14200
16,62,60,7,1995,1000
16,165,0,11,1969,149
17,-165,0,3,1967,977
17,-156,0,9,1969,198
17,-36,10,6,2003,4774
17,-36,40,6,2003,2486
17,-36,100,6,2003,2960
17,-36,150,6,2003,394
17,-29,5,5,2018,2218.8
17,-29,50,5,2018,671.2
17,-29,65,5,2018,6030.6
17,-29,100,5,2018,291.7
17,-29,200,5,2018,563.8
17,-22,5,5,1997,19669
17,-22,60,5,1997,13617
17,40,0,7,1985,3212
17,56,5,5,1997,27234
17,56,5,6,1997,2520.66666666667
17,56,10,5,1997,9834.5
17,56,10,6,1997,1257.66666666667
17,56,15,5,1997,7565
17,56,15,6,1997,2455.375
17,56,20,6,1997,750
17,56,25,5,1997,750
17,56,25,6,1997,1319.875
17,56,30,6,1997,3024.5
17,56,40,5,1997,750
17,56,40,6,1997,3026
17,56,60,6,1997,1510
17,56,80,6,1997,1510
17,57,5,6,1997,15886.5
17,57,10,6,2000,564
17,57,10,7,1997,5547.66666666667
17,57,15,6,1997,750
17,57,25,7,1997,3026
17,57,40,6,1997,750
17,57,40,7,1997,2265.16666666667
17,57,60,6,1997,750
17,57,60,7,1997,3782.5
17,57,70,7,1997,11725.75
17,57,75,6,2000,27
17,57,80,7,1997,1509.75
17,58,20,5,1997,860
17,58,20,8,1995,7900
17,58,60,5,1997,4250
17,58,60,8,1995,1700
17,58,100,5,1997,530
17,59,5,7,1997,9078
17,59,15,7,1997,750
17,59,25,7,1997,4539
17,59,60,6,1997,8450
17,59,60,7,1997,3026
17,59,100,6,1997,260
17,60,60,8,1995,13900
17,60,100,8,1995,1300
17,149,0,5,1967,156
17,164,0,11,1969,84
18,-156,0,9,1969,108
18,-34,15,11,2005,1430
18,39,0,8,1985,4158
18,40,0,8,1985,813
18,57,5,6,1997,4536.625
18,57,15,6,1997,4538.25
18,57,25,6,1997,2457.875
18,57,40,6,1997,2266.25
18,57,60,6,1997,1510
18,57,100,6,1997,750
18,58,60,8,1995,700
18,58,100,8,1995,1000
18,119,0,6,1967,1525
18,128,0,5,1967,447
18,163,0,11,1969,33
18,179,0,4,1967,1117
19,-162,0,3,1967,1925
19,-156,0,9,1969,144
19,-106,0,2,1968,1546
19,-29,5,5,2018,2678.3
19,-29,50,5,2018,3272.8
19,-29,90,5,2018,3323.2
19,-29,150,5,2018,165.1
19,-29,200,5,2018,245.9
19,-21,0,9,1997,67328.5
19,-21,5,10,1995,10590
19,-21,30,9,1997,26477.5
19,-21,30,10,1995,10590
19,38,0,8,1985,1212
19,39,0,8,1985,2436
19,58,20,6,1997,5550
19,58,60,6,1997,660
19,65,20,5,1997,1320
19,65,60,5,1997,190
19,161,0,4,1967,514
19,161,0,11,1969,10
20,-156,0,9,1969,51
20,-156,10,9,1969,46
20,-156,20,9,1969,77.6666666666667
20,-156,30,9,1969,86
20,-156,50,9,1969,114.666666666667
20,-156,75,9,1969,71
20,-156,100,9,1969,78
20,-156,125,9,1969,88
20,-156,150,9,1969,94.6666666666667
20,-156,200,9,1969,15
20,-21,5,9,1996,9078
20,-21,20,9,1996,12104
20,-21,40,9,1996,6052
20,38,0,8,1985,2611
20,60,20,6,1997,790
20,60,60,6,1997,660
21,-155,0,9,1969,22
21,-36,115,6,2003,2467
21,-28,5,4,2018,2886.8
21,-28,50,4,2018,2384.4
21,-28,120,4,2018,446.6
21,-28,140,4,2018,100.3
21,-28,200,4,2018,103.7
21,-22,5,5,1996,3030
21,38,0,8,1985,3222
21,61,20,6,2000,29
21,61,40,6,2000,150
21,61,60,6,2000,580
21,61,120,6,2000,87
21,63,10,6,2000,52
21,63,25,6,2000,47
21,63,50,6,2000,3445
21,63,80,6,2000,51
21,159,0,11,1968,44
21,159,0,11,1969,44
22,-160,25,1,2004,100
22,-160,125,1,2004,40
22,-159,5,1,1994,1050
22,-159,5,1,1996,1323
22,-159,5,2,1994,1847
22,-159,5,2,1995,3816
22,-159,5,3,1996,2181
22,-159,5,4,1995,5881.5
22,-159,5,4,1996,889
22,-159,5,5,1995,1595
22,-159,5,5,1996,153
22,-159,5,6,1994,218
22,-159,5,6,1996,383
22,-159,5,7,1994,477
22,-159,5,7,1995,335
22,-159,5,7,1996,304
22,-159,5,8,1994,78
22,-159,5,8,1995,39
22,-159,5,9,1994,390
22,-159,5,10,1994,311
22,-159,5,10,1995,354
22,-159,5,11,1995,158
22,-159,10,1,1994,233
22,-159,10,1,1996,822
22,-159,10,2,1994,2557
22,-159,10,2,1995,3816
22,-159,10,3,1996,2076
22,-159,10,4,1995,2787
22,-159,10,4,1996,944
22,-159,10,5,1995,1154
22,-159,10,5,1996,470
22,-159,10,6,1994,118
22,-159,10,6,1996,157
22,-159,10,7,1994,503
22,-159,10,7,1995,490
22,-159,10,7,1996,178
22,-159,10,8,1994,239
22,-159,10,9,1994,392
22,-159,10,9,1995,40
22,-159,10,10,1994,555
22,-159,10,10,1995,81
22,-159,10,11,1995,161
22,-159,25,1,1994,1287
22,-159,25,2,1994,4586
22,-159,25,2,1995,3183
22,-159,25,3,1996,1718
22,-159,25,3,2004,200
22,-159,25,4,1995,5795
22,-159,25,4,1996,864
22,-159,25,5,1995,1397
22,-159,25,5,1996,344
22,-159,25,6,1994,80
22,-159,25,6,2004,1000
22,-159,25,7,1994,2801
22,-159,25,7,1995,382
22,-159,25,7,1996,130
22,-159,25,8,1994,155
22,-159,25,8,1995,126.5
22,-159,25,9,1994,841
22,-159,25,9,1995,116
22,-159,25,10,1994,349
22,-159,25,11,1994,22
22,-159,25,11,1995,236
22,-159,50,2,1994,7048
22,-159,50,2,1995,19016
22,-159,50,3,1996,2029
22,-159,50,4,1995,4760
22,-159,50,4,1996,1410
22,-159,50,5,1995,6664
22,-159,50,5,1996,878
22,-159,50,6,1994,264
22,-159,50,6,1996,312
22,-159,50,7,1994,4650
22,-159,50,7,1995,403
22,-159,50,7,1996,1020
22,-159,50,8,1994,79
22,-159,50,8,1995,148.5
22,-159,50,9,1994,621
22,-159,50,9,1995,476
22,-159,50,10,1994,436
22,-159,50,10,1995,80
22,-159,50,11,1995,201
22,-159,75,1,1994,272
22,-159,75,2,1994,4934
22,-159,75,2,1995,19909
22,-159,75,3,1996,1642
22,-159,75,4,1995,1840
22,-159,75,4,1996,2767
22,-159,75,5,1995,1940
22,-159,75,5,1996,1203
22,-159,75,6,1994,521
22,-159,75,7,1994,4082
22,-159,75,7,1995,1226
22,-159,75,7,1996,868
22,-159,75,8,1995,406
22,-159,75,9,1994,1764
22,-159,75,9,1995,3571
22,-159,75,10,1994,1319
22,-159,75,10,1995,2593
22,-159,75,11,1994,131
22,-159,75,11,1995,275
22,-159,100,1,1994,595
22,-159,100,2,1994,5927
22,-159,100,2,1995,3842
22,-159,100,3,1996,4141
22,-159,100,4,1995,4656
22,-159,100,4,1996,2248
22,-159,100,5,1995,1123
22,-159,100,5,1996,5916
22,-159,100,6,1994,854
22,-159,100,6,1996,887
22,-159,100,7,1994,8002
22,-159,100,7,1995,1486
22,-159,100,7,1996,493
22,-159,100,8,1995,1391.5
22,-159,100,9,1994,3260
22,-159,100,9,1995,4691
22,-159,100,10,1994,722
22,-159,100,10,1995,3978
22,-159,100,11,1994,113
22,-159,100,11,1995,1886
22,-159,125,3,2004,180
22,-159,125,6,2004,820
22,-159,150,2,1994,1906
22,-159,150,2,1995,392
22,-159,150,3,1996,458
22,-159,150,4,1995,2604.5
22,-159,150,4,1996,1947
22,-159,150,5,1995,2406
22,-159,150,5,1996,744
22,-159,150,6,1994,1150
22,-159,150,6,1996,382
22,-159,150,7,1994,3518
22,-159,150,7,1995,275
22,-159,150,7,1996,330
22,-159,150,8,1994,4665
22,-159,150,8,1995,217
22,-159,150,9,1994,79
22,-159,150,9,1995,776
22,-159,150,10,1994,466
22,-159,150,10,1995,275
22,-159,150,11,1994,65
22,-159,200,2,1994,126
22,-159,200,2,1995,157
22,-159,200,3,1996,236
22,-159,200,4,1995,681
22,-159,200,4,1996,158
22,-159,200,5,1995,1482
22,-159,200,5,1996,3368
22,-159,200,6,1994,155
22,-159,200,6,1996,236
22,-159,200,7,1994,1313
22,-159,200,7,1995,1368
22,-159,200,7,1996,224
22,-159,200,8,1994,1321
22,-159,200,8,1995,134
22,-159,200,9,1995,360
22,-159,200,10,1995,122
22,-159,200,11,1995,41
22,-158,25,2,2004,80
22,-158,25,6,2004,500
22,-158,125,6,2004,300
22,-157,25,2,2004,180
22,-157,160,2,2004,100
22,-155,0,9,1969,75
22,-34,15,5,2004,3659
22,-34,25,5,2004,3095
22,-34,115,5,2004,8579
22,-34,175,5,2004,332
22,-28,5,4,2018,1465.9
22,-28,50,4,2018,2001.7
22,-28,95,4,2018,2240.8
22,-28,150,4,2018,369.8
22,-28,200,4,2018,130.2
22,37,0,9,1985,948
22,66,0,9,1993,900
22,66,10,9,1993,408
22,66,15,9,1993,740
22,66,20,9,1993,635.5
22,66,30,9,1993,1305
22,66,35,9,1993,1776
22,66,40,9,1993,3155
22,66,50,9,1993,1056.66666666667
22,66,60,9,1993,249
22,66,70,9,1993,67
22,158,0,11,1968,70
22,158,0,11,1969,70
23,-159,125,6,2004,380
23,-155,0,9,1969,7
23,-37,15,11,2005,5740
23,-22,5,10,1995,4540
23,-22,80,10,1995,4540
23,64,0,9,1993,1120
23,64,10,9,1993,992
23,64,20,9,1993,1368
23,64,30,9,1993,1368
23,64,40,9,1993,3350
23,64,50,9,1993,3150
23,64,60,9,1993,650
23,64,70,9,1993,360
23,64,80,9,1993,186
23,66,0,9,1993,684
23,66,10,9,1993,385
23,66,20,9,1993,665
23,66,30,9,1993,728
23,66,40,9,1993,3373
23,66,50,9,1993,1620
23,66,80,9,1993,145
23,66,100,9,1993,66
23,156,0,11,1968,85
23,156,0,11,1969,85
24,-155,0,9,1969,183
24,-155,10,9,1969,159.333333333333
24,-155,20,9,1969,73.3333333333333
24,-155,30,9,1969,126
24,-155,50,9,1969,376
24,-155,75,9,1969,30
24,-155,100,9,1969,81
24,-155,125,9,1969,204
24,-155,150,9,1969,88
24,-155,200,9,1969,20
24,-33,20,6,2003,2202
24,-33,60,6,2003,4374
24,-33,160,6,2003,6146
24,-33,190,6,2003,2441
24,-22,5,5,1997,8321.5
24,-22,5,9,1996,6052
24,-22,40,5,1997,28676.7
24,-22,40,9,1996,19669
24,-22,90,9,1996,200
24,-21,0,9,1997,2269.5
24,-21,90,9,1997,750
24,36,0,9,1985,712
24,64,0,9,1993,85
24,64,40,9,1993,162
24,64,45,9,1993,72
24,64,100,9,1993,64
24,66,10,9,1993,240
24,66,25,9,1993,123
24,66,35,9,1993,240
24,66,45,9,1993,148
24,66,60,9,1993,72
24,66,90,9,1993,82
24,155,0,11,1968,180
25,-155,0,9,1969,18
25,-27,5,3,2018,2662.6
25,-27,50,3,2018,5040.3
25,-27,120,3,2018,159.4
25,-27,140,3,2018,57.3
25,-27,200,3,2018,27.8
25,121,0,11,2013,4399
25,121,15,11,2013,2933
25,121,35,11,2013,11731
25,121,55,11,2013,2933
25,121,95,11,2013,2933
25,122,0,11,2013,1833
25,122,50,11,2013,2095
25,122,180,11,2013,1375
25,129,0,1,1969,6150
25,141,0,1,1969,5960.5
25,154,0,11,1968,48
25,154,0,11,1969,48
26,-31,20,6,2003,1177
26,-31,155,6,2003,2089
26,-26,5,3,2018,4559.2
26,-26,50,3,2018,5008.2
26,-26,105,3,2018,903.1
26,-26,200,3,2018,18.5
26,-22,5,5,1996,6050
26,-22,90,5,1996,3030
26,34,0,10,1985,3990
26,152,0,11,1968,286
26,152,0,11,1969,286
27,-22,5,5,1997,1510
27,-22,5,10,1995,3030
27,-22,80,5,1997,3782.5
27,33,0,10,1985,2664
27,125,0,10,2013,11731
27,125,30,10,2013,2933
27,150,0,11,1968,396
27,150,0,11,1969,396
28,-25,5,2,2018,303.6
28,-25,50,2,2018,604.7
28,-25,200,2,2018,188.3
28,32,0,11,1985,30217
28,33,0,10,1985,86204
28,123,0,10,2013,20530
28,123,20,10,2013,17597
28,123,40,10,2013,2933
28,123,60,10,2013,10998
28,125,0,10,2013,15397
28,125,30,10,2013,8799
28,125,55,10,2013,17597
28,127,45,10,2013,1760
28,127,100,10,2013,3299
28,141,0,1,1969,7433.33333333333
28,149,0,11,1968,1798
29,-156,10,9,1969,24
29,-156,20,9,1969,27
29,-156,30,9,1969,39
29,-156,50,9,1969,79
29,-156,75,9,1969,162
29,-156,100,9,1969,200
29,-156,125,9,1969,1550
29,-156,150,9,1969,144
29,-156,200,9,1969,102.666666666667
29,-37,10,10,2005,4790
29,-37,15,5,2004,4880
29,-37,30,5,2004,2071
29,-37,55,5,2004,3133
29,-37,130,5,2004,8707
29,-37,195,5,2004,8228
29,-27,15,6,2003,1055
29,-27,30,6,2003,721
29,-27,55,6,2003,596
29,-27,135,6,2003,3636
29,-27,200,6,2003,641
29,-24,5,2,2018,4376
29,-24,50,2,2018,1095.7
29,-24,115,2,2018,70.4
29,-24,200,2,2018,157.8
29,-22,5,9,1996,1500
29,-22,110,9,1996,1500
29,-21,0,9,1997,1891.25
29,32,0,11,1985,6200
29,34,0,1,2018,7754.987665
29,34,0,2,2018,23174.1845
29,34,0,3,2017,23034.77935
29,34,0,3,2018,21884.1688
29,34,0,4,2017,7029.2213525
29,34,0,4,2018,11426.09319
29,34,0,4,2019,10105.61752
29,34,0,5,2017,2143.2940975
29,34,0,5,2018,5578.272368
29,34,0,6,2017,1889.698231
29,34,0,7,2017,2777.932584
29,34,0,8,2017,3536.340352
29,34,0,8,2018,2829.905342
29,34,0,9,2017,4478.809811
29,34,0,10,2017,9727.8107125
29,34,0,10,2018,3314.619246
29,34,0,11,2017,22300.57116
29,34,0,12,2017,27020.85854
29,34,0,12,2018,67673.02727
29,34,10,4,2017,8578.719294
29,34,10,5,2017,2116.399527
29,34,10,6,2017,1511.758585
29,34,10,7,2017,4056.34547
29,34,10,8,2017,4125.730411
29,34,10,8,2018,4467.809895
29,34,10,9,2017,2416.706867
29,34,10,10,2017,9221.892923
29,34,20,1,2018,7720.201979
29,34,20,2,2018,20183.88259
29,34,20,3,2017,25616.12151
29,34,20,3,2018,23312.39694
29,34,20,4,2017,8197.1480975
29,34,20,4,2018,7921.269673
29,34,20,4,2019,6701.620041
29,34,20,5,2017,2163.3111525
29,34,20,5,2018,4915.754602
29,34,20,6,2017,2303.930561
29,34,20,6,2018,1728.736277
29,34,20,7,2017,3109.066025
29,34,20,8,2017,3008.195954
29,34,20,8,2018,4488.169896
29,34,20,9,2017,2953.061414
29,34,20,10,2017,7236.648612
29,34,20,10,2018,3600.240068
29,34,20,11,2017,25794.70194
29,34,20,11,2018,26560.9604
29,34,20,12,2017,21971.40081
29,34,20,12,2018,70956.81409
29,34,30,4,2017,6510.769231
29,34,30,5,2017,2693.131236
29,34,30,6,2017,4745.242225
29,34,30,7,2017,4031.8877095
29,34,30,8,2017,8161.016154
29,34,30,8,2018,3486.611058
29,34,30,10,2017,7019.67307
29,34,40,3,2018,23558.49307
29,34,40,4,2017,8750.070438
29,34,40,4,2018,9381.631828
29,34,40,5,2017,3037.7262505
29,34,40,5,2018,5669.725107
29,34,40,6,2017,4132.671658
29,34,40,7,2017,9249.665155
29,34,40,8,2017,2305.846924
29,34,40,8,2018,2618.855399
29,34,40,9,2017,3309.433645
29,34,40,10,2017,6418.479715
29,34,40,10,2018,2886.028296
29,34,40,11,2017,23268.53865
29,34,40,12,2017,13387.65011
29,34,60,1,2018,7699.654316
29,34,60,2,2018,19171.22841
29,34,60,3,2017,25508.45323
29,34,60,3,2018,31548.194915
29,34,60,4,2017,5213.9598095
29,34,60,4,2018,12399.21192
29,34,60,4,2019,10420.01451
29,34,60,5,2017,4100.7269235
29,34,60,5,2018,4523.979439
29,34,60,6,2017,6910.896388
29,34,60,7,2017,7532.102698
29,34,60,8,2017,2781.502608
29,34,60,8,2018,2084.922976
29,34,60,9,2017,10145.96284
29,34,60,10,2017,7143.661419
29,34,60,10,2018,3132.356458
29,34,60,11,2018,15325.0835
29,34,60,12,2017,18257.90079
29,34,60,12,2018,69894.09683
29,34,80,3,2018,17156.35488
29,34,80,4,2017,4789.236907
29,34,80,4,2018,29847.17497
29,34,80,5,2017,6666.6967855
29,34,80,5,2018,16272.38561
29,34,80,6,2017,8680.431105
29,34,80,7,2017,10822.10823
29,34,80,8,2017,9187.217549
29,34,80,8,2018,2395.995561
29,34,80,9,2017,7041.791792
29,34,80,10,2017,11664.3880535
29,34,80,10,2018,5064.263345
29,34,80,11,2017,25061.36783
29,34,90,6,2018,12862.33328
29,34,100,1,2018,8657.839146
29,34,100,2,2018,20648.787375
29,34,100,3,2017,24546.38858
29,34,100,3,2018,14543.596478
29,34,100,4,2017,5637.032561
29,34,100,4,2018,27854.66419
29,34,100,4,2019,7744.09427
29,34,100,5,2017,11828.921833
29,34,100,5,2018,18000.74744
29,34,100,6,2017,14136.94699
29,34,100,7,2017,22349.688785
29,34,100,8,2017,25399.48159
29,34,100,8,2018,2571.354238
29,34,100,9,2017,5465.136736
29,34,100,10,2017,7779.429315
29,34,100,10,2018,3600.363208
29,34,100,11,2017,25085.26913
29,34,100,11,2018,23414.07369
29,34,100,12,2017,14975.5522
29,34,100,12,2018,68604.75088
29,34,120,3,2018,10725.623683
29,34,120,4,2017,5065.2665995
29,34,120,4,2018,27949.50259
29,34,120,4,2019,8690.831069
29,34,120,5,2017,7438.7963435
29,34,120,5,2018,8782.337614
29,34,120,6,2017,7149.628487
29,34,120,7,2017,15308.13999
29,34,120,8,2017,10494.16556
29,34,120,8,2018,5285.474127
29,34,120,9,2017,2623.541389
29,34,120,10,2017,2773.2359195
29,34,120,10,2018,1871.642581
29,34,120,11,2017,22886.39111
29,34,120,12,2017,24624.14251
29,34,140,2,2018,15941.677895
29,34,140,3,2017,11173.68207
29,34,140,3,2018,7210.3505925
29,34,140,4,2017,5972.933539
29,34,140,4,2018,21316.63212
29,34,140,5,2017,4480.333966
29,34,140,5,2018,5170.48361
29,34,140,6,2017,2429.579012
29,34,140,7,2017,4168.414641
29,34,140,8,2017,2627.094948
29,34,140,8,2018,1555.10293
29,34,140,9,2017,1476.827934
29,34,140,10,2017,1064.351646
29,34,140,10,2018,1596.437282
29,34,140,11,2017,26930.05606
29,34,140,12,2017,19399.9729
29,34,140,12,2018,66587.02228
29,140,0,1,1969,14170
29,141,0,1,1969,8280
29,147,0,11,1968,2730
29,147,0,11,1969,2815
29,149,0,11,1969,1902
30,-155,0,9,1969,25
30,-22,5,5,1996,4540
30,-22,80,5,1996,31020
30,18,5,6,2008,133.35
30,18,25,6,2008,355.6
30,18,25,7,2008,88.9
30,18,50,6,2008,1355.74
30,18,50,7,2008,373.38
30,19,5,6,2008,1237.2
30,19,25,6,2008,414.87
30,20,25,6,2008,1911.36
30,127,0,10,2013,5499
30,127,30,10,2013,8249
30,127,50,10,2013,2200
30,127,95,10,2013,4888
30,146,0,11,1968,1151
31,-155,0,9,1969,180
31,-23,5,1,2018,1214.5
31,-23,50,1,2018,670.3
31,-23,85,1,2018,2101.1
31,-23,150,1,2018,100.5
31,-22,5,5,1997,750
31,15,25,7,2008,503.77
31,16,5,7,2008,22.23
31,16,25,7,2008,103.01
31,16,50,7,2008,622.305
31,16,75,7,2008,527.705
31,16,100,7,2008,22.23
31,16,150,7,2008,81.49
31,16,200,7,2008,755.66
31,17,25,7,2008,88.9
31,17,50,7,2008,53.34
31,17,75,7,2008,555.63
31,17,100,7,2008,266.7
31,17,150,7,2008,226.5
31,18,5,7,2008,613.415
31,18,25,7,2008,997.91
31,18,50,7,2008,405.015
31,18,75,7,2008,474.135
31,18,100,7,2008,362.27
31,18,150,7,2008,812.74
31,18,200,7,2008,228.6
31,19,5,7,2008,533.405
31,19,25,7,2008,1911.36
31,19,50,7,2008,533.4
31,19,75,6,2008,22.23
31,19,75,7,2008,462.28
31,19,100,6,2008,88.9
31,19,100,7,2008,1155.71
31,19,150,7,2008,651.94
31,19,200,7,2008,1044.58
31,125,0,10,2013,35194
31,125,30,10,2013,41793
31,125,60,10,2013,7332
31,129,0,11,1968,16800
31,140,0,1,1969,15095.3333333333
31,144,0,11,1968,2952
31,144,0,11,1969,2952
31,146,0,11,1969,1163
32,-155,0,9,1969,182
32,-65,0,1,1991,27464
32,-65,0,1,1992,84753
32,-65,0,1,1993,33035
32,-65,0,1,1994,2769
32,-65,0,2,1991,18970
