Latitude,Longitude,Depth,Month,Year,Gephyrocapsa huxleyi HET
32,-65,0,2,1992,68861
32,-65,0,2,1993,20677
32,-65,0,3,1991,27656
32,-65,0,3,1993,27425
32,-65,0,4,1991,83480
32,-65,0,4,1992,52508
32,-65,0,5,1991,7034
32,-65,0,6,1991,11298
32,-65,0,6,1992,126
32,-65,0,6,1993,3398
32,-65,0,7,1991,3515
32,-65,0,7,1993,881
32,-65,0,8,1991,135
32,-65,0,9,1991,4851
32,-65,0,9,1992,4783
32,-65,0,9,1993,6356
32,-65,0,10,1992,7174
32,-65,0,10,1993,3398
32,-65,0,11,1991,13016
32,-65,0,11,1992,10265
32,-65,0,11,1993,9120
32,-65,10,1,1994,1259
32,-65,10,12,1992,22764
32,-65,20,3,1993,18627
32,-65,25,1,1991,33124
32,-65,25,1,1992,39436
32,-65,25,1,1993,23176
32,-65,25,1,1994,629
32,-65,25,2,1991,15801
32,-65,25,2,1992,57920
32,-65,25,4,1991,60256
32,-65,25,4,1992,39914.5
32,-65,25,5,1991,47776
32,-65,25,6,1991,5025
32,-65,25,6,1992,12323
32,-65,25,6,1993,4723
32,-65,25,7,1991,6262
32,-65,25,7,1992,252
32,-65,25,7,1993,1007
32,-65,25,8,1991,1490
32,-65,25,8,1993,252
32,-65,25,9,1991,3692
32,-65,25,9,1992,6596
32,-65,25,9,1993,2769
32,-65,25,10,1992,1007
32,-65,25,10,1993,5286
32,-65,25,11,1991,21617
32,-65,25,11,1992,4153
32,-65,25,11,1993,8873
32,-65,40,3,1993,17366
32,-65,50,1,1991,22647
32,-65,50,1,1992,68007
32,-65,50,1,1994,6041
32,-65,50,2,1991,17016
32,-65,50,2,1992,74966
32,-65,50,2,1993,1888
32,-65,50,3,1991,20959
32,-65,50,4,1991,88055
32,-65,50,4,1992,51954.5
32,-65,50,5,1991,15421
32,-65,50,6,1991,2391
32,-65,50,6,1992,9062
32,-65,50,6,1993,3501
32,-65,50,7,1991,2499
32,-65,50,7,1992,378
32,-65,50,7,1993,378
32,-65,50,8,1991,1313
32,-65,50,8,1993,378
32,-65,50,9,1991,1122
32,-65,50,9,1992,2985
32,-65,50,9,1993,755
32,-65,50,10,1992,4405
32,-65,50,10,1993,7834
32,-65,50,11,1991,4531
32,-65,50,11,1992,9062
32,-65,50,11,1993,3398
32,-65,50,12,1992,55220
32,-65,75,1,1991,29867
32,-65,75,1,1992,28192
32,-65,75,1,1993,6293
32,-65,75,1,1994,9032
32,-65,75,2,1991,20484
32,-65,75,2,1992,26517
32,-65,75,3,1991,25036
32,-65,75,4,1991,50343
32,-65,75,4,1992,47720
32,-65,75,5,1991,43980
32,-65,75,6,1991,15511
32,-65,75,6,1992,20906
32,-65,75,6,1993,5219
32,-65,75,7,1991,1636
32,-65,75,7,1993,1699
32,-65,75,8,1991,3272
32,-65,75,8,1993,503
32,-65,75,9,1991,2438
32,-65,75,9,1992,9864
32,-65,75,9,1993,4027
32,-65,75,10,1992,252
32,-65,75,10,1993,252
32,-65,75,11,1991,22807
32,-65,75,11,1992,5034
32,-65,75,11,1993,629
32,-65,80,3,1993,44554
32,-65,100,1,1991,38559
32,-65,100,1,1992,34719
32,-65,100,1,1993,4531
32,-65,100,1,1994,13822
32,-65,100,2,1991,27573
32,-65,100,2,1992,36160
32,-65,100,2,1993,23960
32,-65,100,3,1991,23245
32,-65,100,3,1993,59113
32,-65,100,4,1991,23057
32,-65,100,4,1992,3332
32,-65,100,5,1991,13507
32,-65,100,6,1991,7578
32,-65,100,6,1992,34846
32,-65,100,6,1993,3485
32,-65,100,7,1991,230
32,-65,100,7,1993,629
32,-65,100,8,1991,1353
32,-65,100,9,1991,4522
32,-65,100,9,1992,1628
32,-65,100,9,1993,126
32,-65,100,10,1992,6867
32,-65,100,10,1993,717
32,-65,100,11,1991,249
32,-65,100,11,1992,376
32,-65,100,11,1993,2895
32,-65,100,12,1992,28774
32,-65,140,3,1993,6922
32,-65,150,1,1991,52432
32,-65,150,1,1992,22510
32,-65,150,2,1991,15981
32,-65,150,2,1992,15271
32,-65,150,2,1993,15641
32,-65,150,3,1991,15913
32,-65,150,4,1991,12530
32,-65,150,4,1992,30138.5
32,-65,150,5,1991,1760
32,-65,150,6,1991,2012
32,-65,150,6,1992,10494
32,-65,150,6,1993,1510
32,-65,150,7,1993,755
32,-65,150,9,1992,2845
32,-65,150,10,1993,135
32,-65,150,11,1991,153
32,-65,150,11,1993,216
32,-65,200,1,1992,27249
32,-65,200,2,1991,1007
32,-65,200,2,1992,30877
32,-65,200,2,1993,629
32,-65,200,3,1991,9314
32,-65,200,4,1991,3146
32,-65,200,4,1992,3831
32,-65,200,5,1991,252
32,-65,200,6,1991,881
32,-65,200,6,1992,2391
32,-65,200,6,1993,1259
32,-65,200,7,1991,126
32,-65,200,7,1993,378
32,-65,200,9,1991,126
32,-65,200,9,1992,126
32,-65,200,9,1993,126
32,-65,200,10,1992,1384
32,-65,200,10,1993,218
32,-65,200,11,1993,126
32,-65,200,12,1992,503
32,-18,0,9,1997,1513
32,-18,75,9,1997,5295.5
32,14,5,7,2008,296.34
32,14,25,7,2008,59.27
32,14,75,7,2008,333.38
32,14,100,7,2008,59.27
32,15,5,7,2008,94.98
32,15,25,7,2008,318.56
32,15,50,7,2008,311.15
32,15,75,7,2008,6489.75
32,15,100,7,2008,592.67
32,15,150,7,2008,296.34
32,15,200,7,2008,711.21
32,16,25,7,2008,152.29
32,16,50,7,2008,555.63
32,16,75,7,2008,29.63
32,16,150,7,2008,44.45
32,17,5,7,2008,281.52
32,17,25,7,2008,217.56
32,17,50,7,2008,170.395
32,17,75,7,2008,177.8
32,17,100,7,2008,444.5
32,17,200,7,2008,255.59
32,19,5,7,2008,1689.11
32,19,25,7,2008,1540.95
32,19,50,7,2008,2370.68
32,19,75,7,2008,711.21
32,19,100,7,2008,1333.51
32,19,150,7,2008,688.98
32,20,5,7,2010,70.5
32,20,25,7,2010,1664
32,20,50,7,2010,247.5
32,20,75,7,2010,917
32,20,100,7,2010,5367
32,20,150,7,2010,781.5
32,20,200,7,2010,508.5
32,21,50,7,2010,213
32,21,75,7,2010,117
32,22,5,7,2010,981
32,22,25,7,2010,341
32,22,50,7,2010,3697
32,22,75,7,2010,2686
32,22,100,7,2010,2176
32,23,5,7,2010,4244.5
32,23,25,7,2010,3434
32,23,50,7,2010,1834.5
32,23,75,7,2010,3121.5
32,23,95,7,2010,1962
32,23,100,7,2010,5759
32,23,150,7,2010,1792
32,23,200,7,2010,299
32,24,5,7,2010,2794
32,24,25,7,2010,3426.5
32,24,45,7,2010,3370
32,24,50,7,2010,1568
32,24,75,7,2010,2702
32,24,100,7,2010,6470
32,24,150,7,2010,627
32,24,185,7,2010,127
32,28,0,7,1985,16470
32,30,0,7,1985,10608
32,125,0,10,2013,10998
32,125,35,10,2013,4399
32,125,50,10,2013,10998
32,125,60,10,2013,14664
32,127,0,10,2013,17597
32,127,30,10,2013,43993
32,127,50,10,2013,8799
32,127,80,10,2013,2200
32,129,0,11,1968,15840
32,140,0,1,1969,9727.5
32,142,0,11,1968,19800
32,142,0,11,1969,19800
33,-155,0,9,1969,294
33,-23,5,1,2018,3335
33,-23,50,1,2018,191.2
33,-23,90,1,2018,217
33,-23,100,1,2018,317
33,-23,150,1,2018,124.6
33,-22,10,3,2004,34800
33,-22,50,3,2004,68300
33,-22,65,3,2004,74300
33,-22,75,3,2004,105500
33,-22,85,3,2004,80300
33,-22,100,3,2004,37800
33,-22,200,3,2004,21000
33,-21,5,9,1995,7560
33,21,5,7,2010,103
33,21,25,7,2010,993
33,21,50,7,2010,2062
33,21,75,7,2010,609
33,21,100,7,2010,943
33,21,150,7,2010,3149
33,21,200,7,2010,1365
33,22,5,7,2010,994
33,22,25,7,2010,1115
33,22,50,7,2010,1896
33,22,75,7,2010,498
33,22,100,7,2010,1201
33,22,150,7,2010,702
33,22,200,7,2010,1232
33,25,0,7,1985,14688
33,28,5,5,2013,10866
33,28,10,5,2013,6882
33,28,25,4,2011,33141
33,28,25,5,2013,17801
33,28,50,5,2013,28814
33,28,75,5,2013,40887
33,28,100,5,2013,41179
33,28,125,5,2013,37614
33,28,150,5,2013,37835
33,30,0,4,2011,35793
33,30,5,4,2011,22509
33,30,25,4,2011,21753
33,30,50,4,2011,27857
33,30,100,4,2011,42988
33,34,5,4,2011,21300
33,35,5,4,2011,18157
33,124,0,10,2013,46437
33,124,15,10,2013,42160
33,124,30,10,2013,34217
33,124,40,10,2013,4399
33,140,0,11,1968,4940.5
33,140,0,11,1969,5005
33,141,0,11,1968,3290
34,-155,0,9,1969,8
34,-155,10,9,1969,279
34,-155,20,9,1969,182
34,-155,30,9,1969,1386
34,-155,50,9,1969,6225
34,-155,75,9,1969,6556
34,-155,100,9,1969,8762
34,-155,125,9,1969,2100
34,-155,150,9,1969,968
34,-155,200,9,1969,288
34,-76,0,8,1965,480
34,-76,10,8,1965,240
34,-76,30,8,1965,960
34,-76,75,8,1965,240
34,-76,100,8,1965,160
34,-76,150,8,1965,120
34,-76,200,8,1965,120
34,-76,300,8,1965,240
34,-75,0,8,1965,520
34,-75,10,8,1965,520
34,-75,30,8,1965,640
34,-75,100,8,1965,480
34,-75,150,8,1965,240
34,-75,200,8,1965,960
34,-75,300,8,1965,120
34,-74,0,8,1965,1080
34,-74,10,8,1965,1080
34,-74,30,8,1965,1220
34,-74,75,8,1965,1340
34,-74,100,8,1965,1480
34,-74,150,8,1965,840
34,-74,200,8,1965,360
34,-74,300,8,1965,240
34,-22,5,5,1997,3026
34,-22,5,9,1996,1500
34,-22,10,3,2004,58100
34,-22,50,3,2004,55700
34,-22,75,3,2004,38300
34,-22,80,9,1996,6052
34,-22,90,5,1997,19669
34,-22,100,3,2004,35400
34,-22,150,3,2004,10200
34,-22,200,3,2004,6600
34,19,5,11,1997,2444
34,19,10,11,1997,2571
34,19,25,11,1997,1297
34,19,50,11,1997,1003
34,19,80,11,1997,71
34,19,100,11,1997,17
34,19,150,11,1997,37
34,19,200,11,1997,117
34,21,0,7,1985,13588
34,21,5,11,1997,4987
34,21,10,11,1997,8794
34,21,25,11,1997,5813
34,21,50,11,1997,4234
34,21,80,11,1997,1184
34,21,100,11,1997,97
34,21,150,11,1997,90
34,21,200,11,1997,22
34,22,5,4,2011,16285
34,24,5,4,2011,18897
34,24,25,4,2011,32965
34,26,5,4,2011,37961
34,26,25,4,2011,36761
34,26,105,4,2011,63052
34,32,0,1,2019,29810
34,32,0,8,2018,160
34,32,0,9,2018,5090
34,32,5,4,2012,19694
34,32,10,8,2018,310
34,32,10,9,2018,3970
34,32,25,1,2019,31840
34,32,25,4,2011,32073
34,32,25,8,2018,900
34,32,25,9,2018,7235
34,32,50,4,2011,25874
34,32,50,8,2018,3780
34,32,50,9,2018,6425
34,32,60,1,2019,20410
34,32,80,1,2019,27520
34,32,80,8,2018,2160
34,32,100,1,2019,19880
34,32,100,4,2011,27651
34,32,100,9,2018,1370
34,32,110,9,2018,39610
34,32,125,8,2018,1100
34,32,135,9,2018,380
34,32,150,1,2019,13010
34,32,150,9,2018,4545
34,32,180,9,2018,470
34,32,200,1,2019,1600
34,32,200,9,2018,1240
34,33,0,1,2019,32390
34,33,25,9,2018,1585
34,33,25,10,2018,6350
34,33,50,1,2019,26770
34,33,50,9,2018,3160
34,33,75,9,2018,1150
34,33,75,10,2018,6870
34,33,100,1,2019,23800
34,33,100,9,2018,4120
34,139,0,1,1969,11625
34,140,0,11,1968,7866
34,140,0,11,1969,4364
35,-155,0,9,1969,888
35,-30,10,10,2005,5210
35,-21,5,5,1996,16643
35,-21,5,9,2018,6270.6
35,-21,20,9,2018,6033.6
35,-21,50,9,2018,190.2
35,-21,60,5,1996,54468
35,-21,105,9,2018,323.6
35,-21,150,9,2018,38.6
35,-20,0,9,1997,2269.5
35,-20,85,9,1997,6808.5
35,-8,0,7,1985,6048
35,-6,5,4,2011,20465
35,-6,5,5,2013,38915
35,-6,10,5,2013,57594
35,-6,50,5,2013,9491
35,-6,75,5,2013,5524
35,15,0,7,1985,19224
35,17,0,7,1985,462
35,17,5,4,2011,11729
35,17,5,11,1997,8798
35,17,5,12,1997,13956
35,17,10,11,1997,2667
35,17,10,12,1997,11035
35,17,25,4,2011,8292
35,17,25,11,1997,25684
35,17,25,12,1997,12822
35,17,50,11,1997,69
35,17,50,12,1997,4692
35,17,80,11,1997,785
35,17,80,12,1997,426
35,17,100,11,1997,77
35,17,100,12,1997,313
35,17,150,11,1997,2230
35,17,150,12,1997,155
35,17,200,11,1997,22
35,17,200,12,1997,134
35,18,5,5,2013,18962
35,18,5,12,1997,18468
35,18,10,5,2013,21129
35,18,10,12,1997,4664
35,18,25,5,2013,27228
35,18,25,12,1997,9464
35,18,50,5,2013,22723
35,18,50,12,1997,86
35,18,75,5,2013,35081
35,18,80,12,1997,334
35,18,100,12,1997,44
35,18,110,5,2013,79280
35,18,125,5,2013,86429
35,18,150,5,2013,21877
35,18,150,12,1997,127
35,18,175,5,2013,6948
35,18,200,12,1997,140
35,19,5,11,1997,5436
35,19,10,11,1997,5005
35,19,25,11,1997,8598
35,19,50,11,1997,7024
35,19,80,11,1997,1605
35,19,100,11,1997,829
35,19,150,11,1997,93
35,19,200,11,1997,202
35,20,0,4,2011,12771
35,20,5,4,2011,9485
35,20,5,12,1997,9191
35,20,10,12,1997,11318
35,20,25,4,2011,42937
35,20,25,12,1997,4523
35,20,50,4,2011,44943
35,20,50,12,1997,824
35,20,80,12,1997,230
35,20,100,12,1997,77
35,20,105,4,2011,65146
35,20,200,12,1997,51
35,21,5,11,1997,6690
35,21,10,11,1997,1906
35,21,25,11,1997,7421
35,21,50,11,1997,5393
35,21,80,11,1997,1257
35,21,100,11,1997,310
35,21,150,11,1997,59
35,21,200,11,1997,79
35,22,5,11,1997,17153
35,22,10,11,1997,12927
35,22,25,11,1997,11618
35,22,50,11,1997,9297
35,22,80,11,1997,5096
35,22,100,11,1997,3477
35,22,150,11,1997,83
35,22,200,11,1997,97
35,23,5,2,2012,13170
35,23,30,2,2012,15540
35,23,60,2,2012,14320
35,23,90,2,2012,23830
35,23,150,2,2012,2120
35,25,0,5,2013,2500
35,25,10,5,2013,4720
35,25,20,5,2013,1540
35,25,50,5,2013,2600
35,25,75,5,2013,5780
35,25,100,5,2013,5200
35,25,120,5,2013,4240
35,26,5,4,2011,46710
35,26,25,4,2011,55800
35,27,5,1,2007,5280
35,27,20,1,2007,38920
35,27,50,1,2007,14700
35,27,85,1,2007,33330
35,27,150,1,2007,47170
35,27,200,1,2007,19070
35,141,0,11,1968,8389.33333333333
36,-21,5,9,2018,1737.4
36,-21,20,9,2018,7365.3
36,-21,105,9,2018,344.7
36,-21,115,9,2018,46.7
36,-21,150,9,2018,34.8
36,-7,5,5,2013,23632
36,-7,10,5,2013,46537
36,-7,25,5,2013,52574
36,-7,50,5,2013,61690
36,-6,0,4,2011,127861
36,-6,5,4,2011,39615
36,-6,25,4,2011,132390
36,-6,50,4,2011,37870
36,-6,100,4,2011,16541
36,-5,5,4,2011,13750
36,-5,25,4,2011,20674
36,-5,50,4,2011,12538
36,-5,100,4,2011,32205
36,-2,0,7,1985,1845
36,-2,5,4,2011,13499
36,-2,25,4,2011,5942
36,0,0,7,1985,3116
36,2,0,7,1985,7667
36,13,5,6,2016,4923.07692307692
36,13,25,6,2016,12521.7391304348
36,13,50,6,2016,17808.6956521739
36,13,75,6,2016,16924.4444444445
36,13,100,6,2016,3047.61904761905
36,13,150,6,2016,2458.94736842105
36,13,200,6,2016,492.307692307692
36,14,0,7,1985,938
36,15,5,6,2016,8888.88888888889
36,15,25,6,2016,6880
36,15,50,6,2016,4928
36,15,75,6,2016,13226.6666666667
36,15,100,6,2016,640
36,15,150,6,2016,384
36,15,200,6,2016,32
36,17,5,6,2016,3242.66666666667
36,17,25,6,2016,5200
36,17,50,6,2016,3316.36363636364
36,17,75,6,2016,3764.70588235294
36,17,100,6,2016,3253.33333333333
36,17,150,6,2016,1280
36,17,200,6,2016,1240
36,18,5,4,2011,14544
36,18,25,4,2011,17692
36,18,50,4,2011,51831
36,21,5,2,2012,13630
36,21,30,2,2012,21720
36,21,60,2,2012,19170
36,21,90,2,2012,19890
36,21,120,2,2012,12670
37,-22,10,3,2004,12500
37,-22,30,3,2004,4200
37,-22,50,3,2004,15000
37,-22,100,3,2004,7800
37,-22,150,3,2004,1800
37,-22,200,3,2004,600
37,-21,80,5,1997,5295.5
37,-20,5,9,1995,1510
37,-20,90,9,1995,1510
37,-1,0,4,2011,17574
37,-1,5,4,2011,23610
37,-1,25,4,2011,25224
37,-1,50,4,2011,18618
37,-1,100,4,2011,10484
37,1,0,4,2011,8771
37,1,5,4,2011,10481
37,1,5,5,2013,14123
37,1,10,5,2013,29942
37,1,25,4,2011,12872
37,1,25,5,2013,79244
37,1,40,5,2013,152103
37,1,50,4,2011,30643
37,1,75,5,2013,32398
37,1,100,4,2011,7169
37,1,100,5,2013,8471
37,4,0,7,1985,2516
37,6,0,7,1985,2040
37,8,0,7,1985,7540
37,10,0,7,1985,1419
37,11,5,6,2016,3626.66666666667
37,11,25,6,2016,7168
37,11,50,6,2016,11520
37,11,75,6,2016,13056
37,11,100,6,2016,7466.66666666667
37,11,150,6,2016,2474.66666666667
37,11,200,6,2016,512
37,12,5,5,2013,12972
37,12,10,5,2013,6607
37,12,25,5,2013,5047
37,12,50,5,2013,34090
37,12,75,5,2013,3800
37,12,100,5,2013,17393
37,19,0,4,2011,26552
37,19,5,4,2011,18234
37,23,5,2,2012,1690
37,23,20,2,2012,1970
37,24,0,3,2003,8670
37,24,0,4,2002,3177.75
37,24,0,8,2001,1275.92857142857
37,24,0,8,2002,2205.33333333333
37,24,5,3,2002,26520
37,24,5,3,2003,21689.4285714286
37,24,5,4,2002,3316
37,24,5,8,2001,1499.13333333333
37,24,5,8,2002,2356.58333333333
37,24,5,9,2004,2523.9
37,24,5,11,2003,20319.8571428571
37,24,10,3,2003,23924
37,24,10,8,2001,1600
37,24,10,8,2002,514
37,24,10,9,2004,1657
37,24,10,11,2003,18090
37,24,15,3,2002,21780
37,24,15,3,2003,24563.25
37,24,15,4,2002,4537
37,24,15,8,2001,1858.11111111111
37,24,15,8,2002,3415.33333333333
37,24,15,9,2004,3277.5
37,24,15,11,2003,16527
37,24,20,8,2001,1705
37,24,20,8,2002,3837
37,24,20,9,2004,1413
37,24,20,11,2003,21323
37,24,25,4,2002,3376
37,24,25,8,2001,944
37,24,25,8,2002,5457
37,24,30,8,2001,1830
37,24,30,8,2002,5587
37,24,30,9,2004,3124.33333333333
37,24,40,8,2001,399
37,24,45,3,2002,25750
37,24,45,3,2003,25529
37,24,45,4,2002,3504.5
37,24,45,8,2001,1538
37,24,45,8,2002,2649.75
37,24,45,11,2003,10565
37,24,60,3,2002,29090
37,24,60,3,2003,29094
37,24,60,8,2001,2059
37,24,60,8,2002,674
37,24,60,9,2004,3981
37,24,60,11,2003,9569
37,24,80,8,2001,2697
37,24,80,8,2002,4624
37,24,90,4,2002,7836
37,24,90,8,2001,1404
37,24,90,8,2002,1734
37,24,120,9,2004,387.5
37,25,0,4,2002,5202
37,25,0,8,2001,1081.33333333333
37,25,0,8,2002,899
37,25,5,4,2002,4247
37,25,5,4,2011,17798
37,25,5,8,2001,5254.33333333333
37,25,5,8,2002,2120
37,25,15,4,2002,2408
37,25,15,8,2001,4031
37,25,15,8,2002,4173
37,25,25,4,2011,23163
37,25,45,4,2002,6454
37,25,45,8,2001,1558.33333333333
37,25,45,8,2002,3468
37,25,75,4,2011,17376
37,25,90,4,2002,1321
37,25,90,8,2001,2125.66666666667
37,25,90,8,2002,2180
37,25,120,4,2002,3743
37,25,120,8,2001,900
37,25,120,8,2002,2052
37,141,0,11,1968,9218.66666666667
38,-21,0,9,1997,750
38,-21,5,5,2004,1785
38,-21,10,5,2004,2268
38,-21,25,5,2004,1561
38,-21,40,9,1996,1500
38,-21,50,5,2004,1783
38,-21,80,9,1996,6052
38,-21,80,9,1997,8321.5
38,-19,5,9,2018,701.9
38,-19,20,9,2018,514.5
38,-19,50,9,2018,2493.1
38,-19,70,9,2018,7256.9
38,-19,150,9,2018,631.8
38,5,0,4,2011,15404
38,5,5,4,2011,18957
38,5,5,5,2013,2335
38,5,10,5,2013,2312
38,5,25,4,2011,56234
38,5,25,5,2013,1519
38,5,50,4,2011,32908
38,5,50,5,2013,2712
38,5,75,5,2013,4793
38,5,80,5,2013,4592
38,5,105,4,2011,14055
38,5,125,5,2013,10862
38,9,5,4,2011,42592
38,9,25,4,2011,18673
38,9,50,4,2011,57091
38,9,100,4,2011,9660
38,10,5,4,2011,20249
38,10,5,6,2016,8369.23076923077
38,10,25,6,2016,7964.44444444445
38,10,50,6,2016,18432
38,10,75,6,2016,5120
38,10,100,4,2011,5833
38,10,100,6,2016,782.222222222222
38,10,150,6,2016,290.909090909091
38,10,200,6,2016,192
38,11,5,4,2011,24746
38,11,25,4,2011,27640
38,12,5,6,2016,5055.83959899749
38,12,5,7,2009,4347.46898333333
38,12,25,6,2016,11037.6539589443
38,12,25,7,2009,3685.829
38,12,50,6,2016,10336
38,12,50,7,2009,13073.3210333333
38,12,75,6,2016,8975.23809523808
38,12,75,7,2009,3721.59323333333
38,12,100,6,2016,6861.81818181818
38,12,100,7,2009,2312.33316
38,12,150,6,2016,1109.33333333333
38,12,150,7,2009,117.331075
38,12,200,6,2016,480
38,12,200,7,2009,109.333325
38,13,5,6,2016,3585.18518518518
38,13,5,7,2009,2103.45
38,13,25,6,2016,3590.32967032967
38,13,25,7,2009,565.31522
38,13,50,6,2016,9520
38,13,50,7,2009,379.849316666667
38,13,75,6,2016,17872
38,13,75,7,2009,3009.20731666667
38,13,100,6,2016,3933.56725146199
38,13,100,7,2009,2480.37336666667
38,13,120,6,2016,6640
38,13,150,6,2016,880
38,13,150,7,2009,104.380966666667
38,13,200,6,2016,64
38,13,200,7,2009,46.4446
38,14,5,7,2009,3160.48908333333
38,14,25,7,2009,4596.31281666667
38,14,50,7,2009,1972.97033333333
38,14,75,7,2009,19800.55525
38,14,100,7,2009,2765.45998333333
38,14,150,7,2009,240.16565
38,14,200,7,2009,109.714275
38,18,0,4,2011,21259
38,18,5,4,2011,20296
38,18,5,6,2016,5589.33333333333
38,18,25,6,2016,4316.27906976744
38,18,50,4,2011,72771
38,18,50,6,2016,1432.83582089552
38,18,75,6,2016,3946.66666666667
38,18,100,4,2011,14967
38,18,100,6,2016,8087.27272727273
38,18,150,6,2016,448
38,18,200,6,2016,128
38,24,5,4,2006,2676.66666666667
38,24,15,4,2006,4145
38,24,30,4,2006,5180
38,141,0,11,1968,1296
39,-155,0,9,1969,3344
39,-155,5,9,1969,4240
39,-155,10,9,1969,3198
39,-155,20,9,1969,2592
39,-155,30,9,1969,10175
39,-155,50,9,1969,20585
39,-155,75,9,1969,68145
39,-155,100,9,1969,1972
39,-155,125,9,1969,675
39,-155,150,9,1969,464
39,-155,200,9,1969,225
39,-22,10,3,2004,9600
39,-22,50,3,2004,7200
39,-22,100,3,2004,7800
39,-22,125,3,2004,5400
39,-22,150,3,2004,6600
39,-22,200,3,2004,1800
39,-20,5,5,1996,99858
39,-20,40,5,1996,59760
39,-18,5,9,2018,277.4
39,-18,20,9,2018,678
39,-18,70,9,2018,306
39,-18,80,9,2018,1075.8
39,-18,150,9,2018,24.7
39,-11,0,7,1985,32560
39,-10,5,3,2010,31789.1764705882
39,-10,10,3,2010,56027
39,-10,15,3,2010,26985.2222222222
39,-10,20,3,2010,21476
39,-10,25,3,2010,18702.5714285714
39,-10,40,3,2010,3849
39,-10,50,3,2010,6959.91666666667
39,-10,100,3,2010,3243.2
39,12,5,6,2016,8256
39,12,25,6,2016,1955.55555555556
39,12,50,6,2016,1003.92156862745
39,12,75,6,2016,3296
39,12,100,6,2016,14537.1428571429
39,12,150,6,2016,576
39,12,200,6,2016,320
39,13,5,6,2016,11076.9230769231
39,13,25,6,2016,9880.70175438597
39,13,50,6,2016,3517.11711711712
39,13,75,6,2016,35388.2352941176
39,13,100,6,2016,3117.94871794872
39,13,150,6,2016,902.013422818792
39,13,200,6,2016,731.428571428571
39,18,25,4,2011,63025
39,18,50,4,2011,58258
39,18,100,4,2011,63104
39,23,5,2,2007,10600
39,23,20,2,2007,15800
39,23,40,2,2007,13440
39,23,50,2,2007,15030
39,23,80,2,2007,3080
39,23,100,2,2007,1730
39,23,200,2,2007,1160
39,24,0,1,2011,33140
39,24,20,1,2011,29800
39,24,50,1,2011,29030
39,24,75,1,2011,17730
39,24,100,1,2011,18630
39,24,150,1,2011,1410
39,24,200,1,2011,320
39,25,0,3,2014,25966.6666666667
39,25,0,7,2014,113.333333333333
39,25,0,10,2013,6502
39,25,10,3,2014,32563.3333333333
39,25,10,7,2014,340
39,25,10,10,2013,625
39,25,20,3,2014,26686.6666666667
39,25,20,7,2014,560
39,25,20,10,2013,1180
39,25,30,3,2014,39500
39,25,30,7,2014,1110
39,25,30,10,2013,2574
39,25,50,3,2014,28513.3333333333
39,25,50,7,2014,933.333333333333
39,25,50,10,2013,1540
39,25,75,3,2014,21213.3333333333
39,25,75,7,2014,430
39,25,75,10,2013,696
39,25,100,10,2013,1350
40,-156,0,8,1969,11000
40,-11,0,7,1985,2988
40,2,0,2,1990,4285.71428571429
40,2,5,6,1996,7310
40,2,10,2,1990,4071.42857142857
40,2,15,2,1990,6500
40,2,20,2,1990,8166.66666666667
40,2,30,2,1990,5142.85714285714
40,2,30,3,1985,1172
40,2,40,2,1990,6687.5
40,2,40,6,1996,6800
40,2,50,2,1990,4944.44444444444
40,2,50,3,1985,5895
40,2,60,2,1990,6333.33333333333
40,2,60,3,1985,1165
40,2,70,2,1990,5833.33333333333
40,2,70,3,1985,3496.5
40,2,70,6,1996,12410
40,2,80,2,1990,9000
40,2,80,3,1985,2358
40,2,90,2,1990,3187.5
40,2,90,3,1985,1086.5
40,2,100,3,1985,1162
40,2,100,6,1996,1870
40,2,120,2,1990,2500
40,2,200,2,1990,1000
40,2,200,3,1985,1172
40,3,0,2,1990,1000
40,3,0,3,1985,4689
40,3,10,2,1990,2250
40,3,20,2,1990,2250
40,3,30,2,1990,3250
40,3,40,2,1990,2250
40,3,40,7,1996,8670
40,3,50,2,1990,1250
40,3,60,2,1990,2500
40,3,70,2,1990,6750
40,3,90,2,1990,5000
40,3,100,7,1996,510
40,3,200,2,1990,1000
40,10,5,6,2016,4904.67289719626
40,10,25,6,2016,6528
40,10,50,6,2016,1026.73796791444
40,10,75,6,2016,9152
40,10,100,6,2016,995.555555555556
40,10,150,6,2016,544
40,10,200,6,2016,160
40,11,0,4,2011,9146
40,11,5,4,2011,5166
40,13,5,2,2013,44373.10620125
40,13,5,2,2014,30375.3333333333
40,13,5,6,2012,1900
40,13,5,6,2013,14228.4059973333
40,13,5,10,2012,115348.25
40,13,5,10,2014,114874.86111
40,13,10,10,2012,3840
40,13,15,2,2013,36266.3058042857
40,13,15,2,2014,23942.75
40,13,15,6,2013,12892.8333333333
40,13,15,10,2012,74731.8
40,13,15,10,2014,76068.84505
40,13,20,6,2012,2496
40,13,20,6,2013,2496
40,13,30,2,2013,26331.42969
40,13,30,2,2014,15015
40,13,30,6,2013,11067
40,13,30,10,2012,16013.5
40,13,30,10,2014,12697.555175
40,13,40,6,2012,8640
40,13,40,6,2013,8640
40,14,5,6,2016,23570.7317073171
40,14,25,6,2016,19200
40,14,50,6,2016,12886.4864864865
40,22,5,1,2016,7514.28166666667
40,22,5,3,2016,19684.8489814815
40,22,5,4,2016,419258.382222222
40,22,5,5,2016,217464.595925926
40,22,5,7,2016,213868.016666667
40,22,5,9,2016,21868.4863888889
40,22,5,11,2016,513.797037037038
40,22,5,12,2016,19074.715
