lat,lon,depth,time,Primary_Production,temperature,no3,o2,PAR
57.0,-16.0,5.0,6,4122.42,11.325216737244455,4.942385983345042,281.3579576659171,56.17941785228399
58.0,-35.0,5.0,7,2580.0,8.936694466460144,5.171209321658357,299.9439452756582,46.37207934046372
58.0,-25.0,10.0,6,4160.2733333333335,10.019749831592206,5.712855525069501,292.2774546779105,32.33525661556694
58.0,-25.0,20.0,6,1791.28,9.838762276397139,6.307893250061894,289.695766492642,12.11510916398666
58.0,-25.0,25.0,6,470.52,9.729364446433554,6.35820104632278,289.1409594206691,7.519684144950982
58.0,-22.0,0.0,8,775.0,12.970137256733173,1.428457202485316,273.2490884213417,67.44618826936211
58.0,-22.0,5.0,8,745.0,12.937855214143077,1.3102231358741308,272.48564438729517,40.68495494044408
58.0,-22.0,15.0,8,560.0,12.833685235340193,2.0228840677620035,267.1812104766647,15.385227317679654
58.0,-22.0,25.0,8,560.0,12.653952546497774,3.4048815798705045,265.67776793381734,6.07443523243781
58.0,-15.0,0.0,7,850.0,12.577470390812953,3.3713934035279287,273.562697717638,85.41520891122495
58.0,-1.0,5.0,6,7527.83,10.918637585488392,0.20450720616529633,299.7527231667371,56.08502254594035
59.0,-42.0,0.0,7,2030.0,6.701921372142984,6.924689530453532,311.2888801518554,76.73857519893423
59.0,-36.0,5.0,7,2340.0,8.706000391033413,6.047326511034527,301.2988241051396,47.6581096364087
59.0,-25.0,10.0,5,2046.706666666667,8.669866614007455,10.91877709124963,293.98142782983376,30.483267157362445
59.0,-25.0,20.0,5,764.29,8.5608211402422,10.581543034409865,292.73362746158756,11.793666946125418
59.0,-25.0,25.0,5,260.69,8.51639664620913,10.664092920834985,291.64249204594967,7.43390677060659
59.0,-24.0,5.0,7,2820.0,11.303759157554104,5.606787510308502,279.38828888277595,49.45453245074297
59.0,-23.0,15.0,6,2848.056666666667,9.998368232402095,6.0909556165961725,292.2909171880753,19.606663716652758
59.0,-23.0,20.0,6,789.45,9.90672615853203,6.3479467095301745,290.9392467034109,12.016025282951665
59.0,-23.0,25.0,6,306.0,9.801580414257256,6.5342581778070485,289.10550800714446,7.429899488744239
59.0,-22.0,15.0,6,3668.133333333333,10.147361138163953,5.878696653179864,290.9666272718763,19.32722175991113
59.0,-22.0,20.0,6,738.5,10.055824944558658,6.124792551576201,289.71492436483936,11.78249245084967
59.0,-22.0,25.0,6,217.27,9.95162947863396,6.356033159298841,287.76038780903235,7.2511289274163655
59.0,-21.0,0.0,7,310.0,11.930665453668745,4.116814711606629,279.5701045767402,82.10438405092346
59.0,-21.0,0.0,8,1840.0,12.702227422424308,1.7787941897989084,273.0135962909201,66.29462528253893
59.0,-21.0,5.0,7,410.0,11.855019580963509,4.603607818385429,278.83519824502383,50.14481132433314
59.0,-21.0,5.0,8,1410.0,12.669408407057183,1.8546572901873555,272.1246924656165,39.4171863692205
59.0,-21.0,15.0,7,250.0,11.71858494443293,4.418558886579653,279.02211117902647,19.34221452055618
59.0,-21.0,15.0,8,945.0,12.561461780860208,2.4206353751845375,267.6182112404179,14.548265868294155
59.0,-21.0,25.0,7,170.0,11.381895625639707,4.954418774142494,276.43746706396604,7.755169481696958
59.0,-21.0,25.0,8,785.0,12.38585878282383,3.528552648918274,266.8515139272036,5.630947655241246
59.0,-20.0,0.0,6,4291.67,10.554933882412092,5.887800259677145,287.6884269530368,91.49532015479404
59.0,-20.0,0.0,8,935.0,12.754297695111335,1.759541232634614,271.4245698442421,66.92957395376978
59.0,-20.0,5.0,7,670.0,11.961767243012991,4.279998642069952,278.677068844862,50.5670912789835
59.0,-20.0,5.0,8,860.0,12.717376086716452,1.8916682830872278,270.618896463551,39.685483549755105
59.0,-20.0,10.0,6,2510.83,10.467501397508633,5.38100816548144,288.69259761379567,32.97183295475726
59.0,-20.0,15.0,6,1790.83,10.372639439778919,5.6195795517342555,288.1029626712078,20.09879316573845
59.0,-20.0,15.0,7,400.0,11.803597675994753,4.349755731101178,279.16924116696214,19.522340005279403
