Principal Investigator,Expedition,OS Region,Reference Author Published year,Reference doi,Date of collection,Sample ID,Latitude,Longitude,Sampling Depth [m],Percentage Irradiance Depth (% of surface PAR),Optical Depth,CP and PP Analysis Method,CP and PP analysis Incubation Length [hours],CaCO3 production (CP) [µmol C m-3 d-1],CaCO3 production Standard Deviation [µmol C m-3 d-1],Primary Production (PP) [µmol C m-3 d-1],Primary Production Standard Deviation [µmol C m-3 d-1],Total Coccolithophore cell counts [cells mL-1],Emiliania huxleyi cell counts [cells mL-1],Chlorophyll a [mg m-3],Inorganic Nitrogen (NOx) [µM N L-1],Silicate [µM Si L-1],Phosphate [µM P L-1],Dissolved Inorganic Carbon (DIC) [μmol C kg-1],Total Alkalinity  [μmol C kg-1],Bicarbonate Ion (HCO3-) [μmol C kg-1],Carbonate Ion (CO32-) [μmol C kg-1],pH,Temperature [oC],Salinity
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-13,11,-0.5,-140,18.236,31,1.17,MDT,24,17.5,4.17,972.5,173.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-13,11,-0.5,-140,29.806,13,2.04,MDT,24,15,5,952.5,75.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-13,11,-0.5,-140,43.67,5,3,MDT,24,8.33,3.33,469.17,25.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-13,11,-0.5,-140,68.526,0.8,4.83,MDT,24,3.33,0.83,326.67,40.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-13,11,-0.5,-140,94.96,0.1,6.91,MDT,24,4.17,3.33,166.67,45.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,11.611,52,0.65,MDT,24,26.67,4.17,1070.83,71.67,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,18.471,31,1.17,MDT,24,24.17,3.33,1257.5,157.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,30.518,13,2.04,MDT,24,22.5,0.83,1000.83,63.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,44.181,5,3,MDT,24,9.17,1.67,556.67,103.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,68.031,0.8,4.83,MDT,24,1.67,0.83,288.33,46.67,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-14,13,-1,-140,97.626,0.1,6.91,MDT,24,5.83,3.33,193.33,43.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-15,15,-2.5,-140,12.536,52,0.65,MDT,24,12.5,1.67,644.17,111.67,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-15,15,-2.5,-140,19.36,31,1.17,MDT,24,15.83,3.33,713.33,38.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-15,15,-2.5,-140,32.287,13,2.04,MDT,24,21.67,,680.83,118.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-15,15,-2.5,-140,45.079,5,3,MDT,24,9.17,1.67,293.33,33.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-15,15,-2.5,-140,71.683,0.8,4.83,MDT,24,0.83,0.83,191.67,4.17,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-18,18,0.5,-132.5,10.247,52,0.65,MDT,24,16.67,4.17,815.83,122.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-18,18,0.5,-132.5,17.539,31,1.17,MDT,24,20,2.5,737.5,47.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-18,18,0.5,-132.5,45.866,5,3,MDT,24,8.33,1.67,324.17,29.17,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-18,18,0.5,-132.5,73.735,0.8,4.83,MDT,24,2.5,0.83,124.17,10,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-18,18,0.5,-132.5,98.462,0.1,6.91,MDT,24,2.5,1.67,112.5,15.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-19,19,0.5,-129.927,11.109,52,0.65,MDT,24,25.83,3.33,930.83,69.17,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-19,19,0.5,-129.927,19.097,31,1.17,MDT,24,26.67,6.67,812.5,43.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-19,19,0.5,-129.927,45.501,5,3,MDT,24,13.33,3.33,498.33,153.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-19,19,0.5,-129.927,71.615,0.8,4.83,MDT,24,3.33,0.83,225,97.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-21,21,0.5,-125.6,11.558,52,0.65,MDT,24,30.83,3.33,947.5,108.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-21,21,0.5,-125.6,18.15,31,1.17,MDT,24,38.33,2.5,1160,135.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-21,21,0.5,-125.6,43.886,5,3,MDT,24,12.5,3.33,542.5,52.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-21,21,0.5,-125.6,69.449,0.8,4.83,MDT,24,0.83,0.83,112.5,3.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-21,21,0.5,-125.6,93.115,0.1,6.91,MDT,24,1.67,0.83,64.17,20.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-22,22,0.5,-123.4,10.206,52,0.65,MDT,24,13.33,6.67,487.5,132.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-22,22,0.5,-123.4,17.712,31,1.17,MDT,24,30.83,12.5,836.67,23.33,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-22,22,0.5,-123.4,42.298,5,3,MDT,24,8.33,,406.67,35,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-22,22,0.5,-123.4,69.559,0.8,4.83,MDT,24,5,2.5,200.83,24.17,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-22,22,0.5,-123.4,98.527,0.1,6.91,MDT,24,0.83,0.83,143.33,45,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-23,23,1.75,-125,11.243,52,0.65,MDT,24,31.67,8.33,784.17,65.83,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-23,23,1.75,-125,18.354,31,1.17,MDT,24,17.5,1.67,668.33,47.5,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-23,23,1.75,-125,43.226,5,3,MDT,24,1.67,,362.5,34.17,,,,,,,,,,,,,
Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi: 10.1016/j.dsr2.2010.08.004,2005-09-23,23,1.75,-125,68.638,0.8,4.83,MDT,24,0.83,0.83,124.17,49.17,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-06-26,UW_560,43.728,-67.253,1,90,0.11,MDT,12,15.06,2.06,1901.13,180.48,,,0.47,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-09-06,UW_561,43.753,-66.77,1,90,0.11,MDT,12,277.05,423.41,24657.28,772.96,,,1.78,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-09-16,UW_563,43.745,-66.943,1,90,0.11,MDT,12,3.24,18.11,19133.59,41.39,,,2.08,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-09-16,UW_562,43.757,-66.613,1,90,0.11,MDT,12,219.81,112.13,65618.11,8033.54,,,4.19,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-10-09,UW_564,43.769,-66.29,1,90,0.11,MDT,12,3845.95,1319.15,4696.93,1027.41,,,1.46,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-10-16,UW_566,43.714,-67.723,1,90,0.11,MDT,12,2499.83,1557.64,7219.54,149.97,,,1.16,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2001-10-16,UW_565,43.763,-66.519,1,90,0.11,MDT,12,21923.51,6081.34,12471.54,1838.93,,,2.71,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_469,43.686,-68.358,1,90,0.11,MDT,12,0.32,0.74,5304.04,168.68,,,1.55,7.52,9.27,0.69,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_467,43.719,-67.523,1,90,0.11,MDT,12,2.85,,4450.71,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_466,43.742,-67.132,1,90,0.11,MDT,12,3.3,,3341.23,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_465,43.753,-66.705,1,90,0.11,MDT,12,4.18,2.74,3884.32,552.07,,,3.28,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_468,43.699,-68.009,1,90,0.11,MDT,12,28.95,15.37,18390.24,2406.75,,,11.52,1.18,3.24,0.36,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_471,43.65,-69.159,1,90,0.11,MDT,12,92.14,,23390.46,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-11,UW_470,43.671,-68.739,1,90,0.11,MDT,12,587.55,221.03,25006.54,2921.56,,,12.65,0.21,2.05,0.26,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-22,UW_478,43.667,-68.808,1,90,0.11,MDT,12,8.71,,6673.65,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-22,UW_476,43.701,-67.877,1,90,0.11,MDT,12,9.1,,8096.65,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-22,UW_479,43.652,-69.204,1,90,0.11,MDT,12,12.81,,11297.9,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-22,UW_474,43.736,-67.101,1,90,0.11,MDT,12,137.48,,3289.66,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-05-22,UW_477,43.681,-68.419,1,90,0.11,MDT,12,4368.19,,34615.63,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-03,UW_481,43.756,-66.652,1,90,0.11,MDT,12,0.84,,6750.82,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-03,UW_482,43.725,-67.087,1,90,0.11,MDT,12,8.93,,12155.19,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-03,UW_487,43.653,-69.051,1,90,0.11,MDT,12,12.3,,12728.89,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-03,UW_483,43.722,-67.423,1,90,0.11,MDT,12,13.64,,8284.08,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-03,UW_486,43.661,-68.639,1,90,0.11,MDT,12,17.14,,16050.78,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_490,43.722,-67.268,1,90,0.11,MDT,12,5.62,,1973.39,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_495,43.652,-69.179,1,90,0.11,MDT,12,6.21,,2763.35,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_488,43.767,-66.381,1,90,0.11,MDT,12,18.43,,3016.33,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_493,43.681,-68.386,1,90,0.11,MDT,12,19.67,,3029.36,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_491,43.708,-67.749,1,90,0.11,MDT,12,20.02,,4107.04,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_492,43.7,-68.019,1,90,0.11,MDT,12,22.22,,3975.9,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_489,43.752,-66.789,1,90,0.11,MDT,12,71.8,,4374.1,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-06-19,UW_494,43.664,-68.79,1,90,0.11,MDT,12,1038.31,,16590.37,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_503,43.649,-69.233,1,90,0.11,MDT,12,10.49,,7066.56,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_502,43.666,-68.804,1,90,0.11,MDT,12,11.24,,5828.27,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_496,43.765,-66.429,1,90,0.11,MDT,12,22.71,,14193.4,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_501,43.687,-68.274,1,90,0.11,MDT,12,151.97,,12632.11,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_497,43.743,-66.951,1,90,0.11,MDT,12,175.95,,18309.97,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_499,43.706,-67.803,1,90,0.11,MDT,12,180.61,,3963.25,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_498,43.728,-67.34,1,90,0.11,MDT,12,192.96,,8279.92,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-10,UW_500,43.699,-68.031,1,90,0.11,MDT,12,279.58,,5832.71,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_510,43.67,-68.694,1,90,0.11,MDT,12,58.3,,12943.57,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_509,43.687,-68.3,1,90,0.11,MDT,12,140.53,,13368.86,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_504,43.771,-66.325,1,90,0.11,MDT,12,175.95,,60742.25,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_506,43.735,-67.15,1,90,0.11,MDT,12,210.97,,22063.91,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_507,43.714,-67.617,1,90,0.11,MDT,12,229.49,,5164.5,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_508,43.707,-67.863,1,90,0.11,MDT,12,312.19,,4979.03,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_505,43.751,-66.749,1,90,0.11,MDT,12,357.46,,35848.12,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-11,UW_511,43.653,-69.096,1,90,0.11,MDT,12,8398.15,,5909.2,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_512,43.766,-66.417,1,90,0.11,MDT,12,4.62,,13204.7,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_516,43.708,-67.796,1,90,0.11,MDT,12,6.47,,2863.1,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_515,43.722,-67.507,1,90,0.11,MDT,12,40.81,,5338.07,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_514,43.733,-67.153,1,90,0.11,MDT,12,44.55,,10386.44,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_517,43.694,-68.119,1,90,0.11,MDT,12,69.43,,5071.26,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_518,43.679,-68.527,1,90,0.11,MDT,12,86.97,,3928.12,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_513,43.753,-66.726,1,90,0.11,MDT,12,125.85,,36523.84,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-07-25,UW_519,43.658,-68.948,1,90,0.11,MDT,12,1421.65,,16368.78,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_522,43.735,-67.215,1,90,0.11,MDT,12,22.03,,8300.96,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_523,43.715,-67.584,1,90,0.11,MDT,12,23,,11247.6,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_525,43.683,-68.439,1,90,0.11,MDT,12,26.94,,20038.53,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_524,43.69,-68.186,1,90,0.11,MDT,12,35.01,,5483.79,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_527,43.655,-69.217,1,90,0.11,MDT,12,35.22,,9954.87,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_521,43.751,-66.796,1,90,0.11,MDT,12,41.42,,16727.11,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_520,43.768,-66.383,1,90,0.11,MDT,12,48.06,,26189.22,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-07,UW_526,43.666,-68.833,1,90,0.11,MDT,12,218.18,,32577.93,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_533,43.687,-68.147,1,90,0.11,MDT,12,10,,2185.53,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_528,43.775,-66.266,1,90,0.11,MDT,12,11.86,,6762.84,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_534,43.666,-68.699,1,90,0.11,MDT,12,18.99,,4616.11,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_532,43.697,-67.916,1,90,0.11,MDT,12,19.25,,2631.71,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_530,43.736,-66.982,1,90,0.11,MDT,12,30.56,,29289.92,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_529,43.756,-66.557,1,90,0.11,MDT,12,32.43,,35050.47,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_535,43.649,-69.125,1,90,0.11,MDT,12,108.45,,14592.37,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-08-21,UW_531,43.72,-67.433,1,90,0.11,MDT,12,647.87,,3725.95,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_539,43.718,-67.576,1,90,0.11,MDT,12,28.13,,5431.49,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_538,43.728,-67.316,1,90,0.11,MDT,12,42.73,,15216.72,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_536,43.77,-66.359,1,90,0.11,MDT,12,44.26,,25373.36,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_541,43.738,-68.26,1,90,0.11,MDT,12,45.7,,6217.12,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_537,43.75,-66.764,1,90,0.11,MDT,12,51.21,,21528.7,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_540,43.699,-67.979,1,90,0.11,MDT,12,75.81,,8000.19,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_542,43.663,-68.811,1,90,0.11,MDT,12,83.32,,8011.1,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-05,UW_543,43.65,-69.228,1,90,0.11,MDT,12,529.09,,6493.04,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_551,43.65,-69.196,1,90,0.11,MDT,12,27.18,,7400.6,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_544,43.769,-66.385,1,90,0.11,MDT,12,30.07,,15889.43,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_550,43.664,-68.806,1,90,0.11,MDT,12,61.79,,14854.16,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_546,43.735,-67.142,1,90,0.11,MDT,12,81.95,,12052,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_545,43.749,-66.806,1,90,0.11,MDT,12,83.18,,11353.25,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_547,43.714,-67.616,1,90,0.11,MDT,12,87.11,,9735.25,,,,,,,,,,,,,,
Balch,GNATS,Gulf of Maine,"Balch et al., 2022",doi: 10.3354/meps09555,2002-09-18,UW_548,43.702,-67.927,1,90,0.11,MDT,12,103.37,,12778.24,,,,,,,,,,,,,,
